"27";"2";"441170255909978";"103861706317411";"103861706317411";"2014-11-08 22:34:09";"3 Idiots Movie";"https://fbcdn-sphotos-d-a.akamaihd.net/hphotos-ak-xpf1/v/t1.0-9/s720x720/10394127_1011447508882247_7841535266095851651_n.jpg?oh=59d946d6751bea041084714915f0f773&oe=54EA9FD9&__gda__=1425284210_0d0e7b1fd94d8490ff41e09c4cbc2283";"The official 3 Idiots page. ";"3 Idiots";"http://upload.wikimedia.org/wikipedia/en/d/df/3_idiots_poster.jpg";"N;"";"N
"28";"2";"1428080004104081";"441170255909978";"441170255909978";"2014-11-08 22:34:09";"Bollytweets";"https://fbcdn-sphotos-g-a.akamaihd.net/hphotos-ak-xfa1/v/t1.0-9/10168056_1438780129700735_6060558861376114503_n.jpg?oh=55800a7604aa27c23ead416648ffad40&oe=54D32298&__gda__=1423602963_3f1a9f522aab69f3815aee85f76fc72e";"Bollytweets: The Official Channel of Bollywood. Follow us on twitter www.twitter.com/Bollytweetss";"3 Idiots Movie";"https://fbcdn-sphotos-d-a.akamaihd.net/hphotos-ak-xpf1/v/t1.0-9/s720x720/10394127_1011447508882247_7841535266095851651_n.jpg?oh=59d946d6751bea041084714915f0f773&oe=54EA9FD9&__gda__=1425284210_0d0e7b1fd94d8490ff41e09c4cbc2283";"The official 3 Idiots page. ";"kd";"N
"29";"2";"121996837865544";"229197930430239";"229197930430239";"2014-11-08 22:34:09";"Agneepath";"https://scontent-b.xx.fbcdn.net/hphotos-xpa1/v/t1.0-9/s720x720/10525862_758815334183688_4188289553107219792_n.jpg?oh=b158fa264cddd8843c5f9e8bf0cb4a80&oe=54E97BD0";"Welcome to the official Dharma page for the film Agneepath. Like this page and check back often for images, quotes, and other updates from the team of Agneepath.";"Gladiator";"https://fbcdn-sphotos-c-a.akamaihd.net/hphotos-ak-xaf1/v/t1.0-9/s720x720/306154_416530661696964_2084765846_n.jpg?oh=c43d531ae53ff248ec0a5e27ec9ece53&oe=54EC45D8&__gda__=1423223807_575e4cbc6ce361a8327b816460892872";"The Gladiator Who Defied An Empire. ";"";"N
"30";"3";"186476191384558";"21700332856";"N;"2014-11-08 22:36:21";"Men In Black II";"https://fbcdn-sphotos-f-a.akamaihd.net/hphotos-ak-xfa1/v/t1.0-9/s720x720/562152_388880784477430_635151197_n.jpg?oh=ba0acc194d12b06dde8a5cddda151aa0&oe=551F2A56&__gda__=1425143793_9107ff448d5032bffcd435c65cb36a26";"N;"The Incredible Hulk";"https://scontent-b.xx.fbcdn.net/hphotos-xfa1/v/t1.0-9/s720x720/552336_10150651833822857_1391315433_n.jpg?oh=36213c1f7848a1a0a74f94036a8a7cda&oe=54E34A6C";"The Official Universal Studios Entertainment Facebook Page";"N;"N
"31";"3";"15294801701";"186476191384558";"N;"2014-11-08 22:36:21";"Finding Nemo";"https://scontent-a.xx.fbcdn.net/hphotos-xpf1/v/t1.0-9/s720x720/1978713_10152273487136702_1620299942_n.jpg?oh=62e5264ea82386d0b213b9e5a1635822&oe=54E9DC5A";"""Just keep swimming. Just keep swimming. Just keep swimming."" ";"Men In Black II";"https://fbcdn-sphotos-f-a.akamaihd.net/hphotos-ak-xfa1/v/t1.0-9/s720x720/562152_388880784477430_635151197_n.jpg?oh=ba0acc194d12b06dde8a5cddda151aa0&oe=551F2A56&__gda__=1425143793_9107ff448d5032bffcd435c65cb36a26";"N;"N;"N
"32";"3";"21700332856";"17377140236";"N;"2014-11-08 22:36:21";"The Incredible Hulk";"https://scontent-b.xx.fbcdn.net/hphotos-xfa1/v/t1.0-9/s720x720/552336_10150651833822857_1391315433_n.jpg?oh=36213c1f7848a1a0a74f94036a8a7cda&oe=54E34A6C";"The Official Universal Studios Entertainment Facebook Page";"Ratatouille";"https://fbcdn-sphotos-f-a.akamaihd.net/hphotos-ak-xpf1/v/t1.0-9/s720x720/522242_10151406848810237_954299226_n.jpg?oh=d6c0aee6be618b2d84415b329d828399&oe=54EB3756&__gda__=1423063447_25f6e26afa780518a033f46517fb6d60";"A comedy with great taste.";"N;"N
"33";"3";"135585689798863";"118194755634";"N;"2014-11-08 22:36:21";"Pirates of the Caribbean: On Stranger Tides";"http://img3.wikia.nocookie.net/__cb20130811105219/voiceacting/images/2/24/Pirates_of_the_Caribbean_On_Stranger_Tides_DVD_Cover.jpg";"N;"Up";"https://scontent-a.xx.fbcdn.net/hphotos-prn2/v/t1.0-9/s720x720/539998_10151414098755635_303499514_n.jpg?oh=8557f8a3795c27f5cd001db101548998&oe=54F269B6";"Adventure is out there!";"N;"N
"34";"3";"233224836695428";"135585689798863";"N;"2014-11-08 22:36:21";"Scary Movie";"https://fbcdn-sphotos-g-a.akamaihd.net/hphotos-ak-xaf1/v/t1.0-9/s720x720/1920203_916424655042106_6195502077937910294_n.png?oh=a7b1326517c984ee3b95031450143fc6&oe=54DA0887&__gda__=1423608802_6a38e755023c826e2c36208223324d80";"No Mercy. No Shame. No Sequels. We Lied. 
http://scary-movie-5.tumblr.com
http://amzn.to/ScaryMovieTripleFeature";"Pirates of the Caribbean: On Stranger Tides";"http://img3.wikia.nocookie.net/__cb20130811105219/voiceacting/images/2/24/Pirates_of_the_Caribbean_On_Stranger_Tides_DVD_Cover.jpg";"N;"N;"N
"35";"3";"17377140236";"113771411967031";"N;"2014-11-08 22:36:21";"Ratatouille";"https://fbcdn-sphotos-f-a.akamaihd.net/hphotos-ak-xpf1/v/t1.0-9/s720x720/522242_10151406848810237_954299226_n.jpg?oh=d6c0aee6be618b2d84415b329d828399&oe=54EB3756&__gda__=1423063447_25f6e26afa780518a033f46517fb6d60";"A comedy with great taste.";"Shrek 2";"http://upload.wikimedia.org/wikipedia/en/b/b9/Shrek_2_poster.jpg";"N;"N;"N
"36";"3";"118194755634";"15294801701";"N;"2014-11-08 22:36:21";"Up";"https://scontent-a.xx.fbcdn.net/hphotos-prn2/v/t1.0-9/s720x720/539998_10151414098755635_303499514_n.jpg?oh=8557f8a3795c27f5cd001db101548998&oe=54F269B6";"Adventure is out there!";"Finding Nemo";"https://scontent-a.xx.fbcdn.net/hphotos-xpf1/v/t1.0-9/s720x720/1978713_10152273487136702_1620299942_n.jpg?oh=62e5264ea82386d0b213b9e5a1635822&oe=54E9DC5A";"""Just keep swimming. Just keep swimming. Just keep swimming."" ";"N;"N
"37";"4";"239133896673";"12887942787";"12887942787";"2014-11-08 23:03:07";"Munnabhai Chale Amerika";"http://3.bp.blogspot.com/_NellBgY9Zqs/SwtbKl9TIrI/AAAAAAAAA9w/ig-b12UVZm8/s1600/Munnabhai-Chale-Amerika-picture.jpg";"N;"Batman: The Dark Knight";"https://scontent-a.xx.fbcdn.net/hphotos-xaf1/t31.0-8/s720x720/466880_10150775399452788_2010622991_o.jpg";"The official Facebook page for The Dark Knight | ""Why so serious?""";"";"N
"38";"4";"268817026482059";"156071357820655";"156071357820655";"2014-11-08 23:03:07";"DCH Gang";"https://scontent-b.xx.fbcdn.net/hphotos-xpa1/v/t1.0-9/936048_674565852573839_118565247_n.jpg?oh=47ce9ec00a466832fd24425981efbf80&oe=54DBBAD1";"N;"Rang De Basanti";"https://fbcdn-sphotos-c-a.akamaihd.net/hphotos-ak-xaf1/v/t1.0-9/s720x720/545674_292998277461295_1057472273_n.jpg?oh=19f9cb8a3c71655182fc8326fdf7ca42&oe=54F0BC92&__gda__=1424247733_884b8db42b9f23d2ae77b2ed26460d22";"Rang De Basanti is a 2006 Indian drama film written and directed by Rakeysh Omprakash Mehra. It features an ensemble cast comprising Aamir Khan, Soha Ali Khan, Madhavan, Kunal Kapoor, Siddharth Nar";"Story";"N
"39";"4";"664301420344334";"239133896673";"664301420344334";"2014-11-08 23:03:07";"C10 H14 N2 - The Film";"https://fbcdn-sphotos-e-a.akamaihd.net/hphotos-ak-xaf1/v/t1.0-9/s720x720/10801743_675310112576798_1945885897564057952_n.png?oh=a2b1e4965e891d5e25373845bd3093b9&oe=54DA28D3&__gda__=1424446516_2f807f820f78e3d21e26f61d41de2bbb";"This is the title of the new film from Pawan Kumar. To know what it means... ask your friend Google! :) 

More info coming soon... ";"Munnabhai Chale Amerika";"http://3.bp.blogspot.com/_NellBgY9Zqs/SwtbKl9TIrI/AAAAAAAAA9w/ig-b12UVZm8/s1600/Munnabhai-Chale-Amerika-picture.jpg";"N;"";"N
"40";"4";"156071357820655";"176228295759291";"156071357820655";"2014-11-08 23:03:07";"Rang De Basanti";"https://fbcdn-sphotos-c-a.akamaihd.net/hphotos-ak-xaf1/v/t1.0-9/s720x720/545674_292998277461295_1057472273_n.jpg?oh=19f9cb8a3c71655182fc8326fdf7ca42&oe=54F0BC92&__gda__=1424247733_884b8db42b9f23d2ae77b2ed26460d22";"Rang De Basanti is a 2006 Indian drama film written and directed by Rakeysh Omprakash Mehra. It features an ensemble cast comprising Aamir Khan, Soha Ali Khan, Madhavan, Kunal Kapoor, Siddharth Nar";"Zindagi Na Milegi Dobara";"https://fbcdn-sphotos-a-a.akamaihd.net/hphotos-ak-xaf1/t31.0-8/s720x720/470939_343213985727387_1165517290_o.jpg";"This is the Official fanpage for Zindagi Na Milegi Dobara. Follow us on Twitter @ZNMDthemovie ";"";"N
"41";"4";"12887942787";"131979643563672";"N;"2014-11-08 23:03:07";"Batman: The Dark Knight";"https://scontent-a.xx.fbcdn.net/hphotos-xaf1/t31.0-8/s720x720/466880_10150775399452788_2010622991_o.jpg";"The official Facebook page for The Dark Knight | ""Why so serious?""";"Latest Bollywood Songs";"https://fbcdn-sphotos-e-a.akamaihd.net/hphotos-ak-xaf1/v/t1.0-9/s720x720/10687159_719403911487906_9144364979548469558_n.png?oh=43f84895868b8d5ef0c5f267b0e36926&oe=551EA57C&__gda__=1423034779_89b97402d4537d5c0dafb4ea9445b29d";"Welcome to the official page of Bollywood!
?? ""LIKE"" to stay updated on the latest Bollywood releases!
?? Social Media Partner: www.DJMaza.Info";"";"N
"42";"4";"23303421143";"12604171859";"23303421143";"2014-11-08 23:03:07";"A Wednesday-the film";"http://2.bp.blogspot.com/-nj9s5TRZ-aM/T_Rz7UF597I/AAAAAAAAAQs/pXWARbuJ5XA/s1600/a+wednesday.jpg";"N;"American Pie";"https://scontent-b.xx.fbcdn.net/hphotos-xfa1/v/t1.0-9/s720x720/551595_10150650347956860_1237541615_n.jpg?oh=77b68e4a6db56d63da0cb6eed0d038c8&oe=54EDE101";"American Reunion - Own it on Blu-ray Combo Pack now.";"";"N
"43";"4";"53180527367";"23303421143";"23303421143";"2014-11-08 23:03:07";"Slumdog Millionaire";"https://fbcdn-sphotos-b-a.akamaihd.net/hphotos-ak-xfa1/t31.0-8/s720x720/463433_10150638875752368_1912993729_o.jpg";"Available on Blu-ray and DVD: http://bitly.com/NADTO1";"A Wednesday-the film";"http://2.bp.blogspot.com/-nj9s5TRZ-aM/T_Rz7UF597I/AAAAAAAAAQs/pXWARbuJ5XA/s1600/a+wednesday.jpg";"N;"";"N
"44";"4";"74089565764";"379595285502856";"379595285502856";"2014-11-08 23:03:07";"The Hangover";"https://scontent-a.xx.fbcdn.net/hphotos-xpa1/v/t1.0-9/s720x720/1375915_10151720170860765_429454860_n.jpg?oh=d133aa742e9386bc0d187bdc5515c4d9&oe=54D2FC7F";"Welcome to the official Facebook page of The Hangover series!";"LUCIA Kannada Movie";"https://fbcdn-sphotos-a-a.akamaihd.net/hphotos-ak-xfp1/t31.0-8/s720x720/1658541_464982890297428_1380115801_o.jpg";"First ever kannada movie produced by the Audience.
Watch Online at http://bit.do/Lucia2013 Or http://bit.do/Lucia buy BluRay at http://goo.gl/VXa0wS";"New concept";"N
