id,user_id,movie_name_first,movie_name_second,facebook_id_first,facebook_id_second,user_clicked,created_at,why user liked?,source
248,13,"Lock, Stock and Two Smoking Barrels","Lock, Stock and Two Smoking Barrels",110051375738010,113547575322620,110051375738010,2014-11-21 20:52:38,,pilot
249,13,A Beautiful Mind,The Prestige,112317682114594,112918008719378,112317682114594,2014-11-21 20:52:38,,pilot
250,13,The Sixth Sense,The Prestige,111766602173227,797290310335339,797290310335339,2014-11-21 20:52:38,,pilot
251,13,The Prestige,Masoom,112918008719378,112315595447687,112918008719378,2014-11-21 20:52:38,,pilot
252,13,Inception,The Sixth Sense,91290503700,111766602173227,111766602173227,2014-11-21 20:52:38,,pilot
253,13,V For Vendetta,The Terminal,191457994228848,108121322549934,108121322549934,2014-11-21 20:52:38,,pilot
254,13,Masoom,V For Vendetta,112315595447687,191457994228848,112315595447687,2014-11-21 20:52:38,Story lines of all the stories were most appealing,pilot
255,13,Catch Me if U Can,A Beautiful Mind,114766948538699,112317682114594,112317682114594,2014-11-21 20:52:38,Acting and Storyline,pilot
256,24,Dil Chahta Hai,Dil Chahta Hai,1482270528702340,103117456395835,1482270528702340,2014-11-28 00:52:40,,pilot
257,24,DCH Gang,13 Assassins,268817026482059,160048640673314,268817026482059,2014-11-28 00:52:40,,pilot
258,24,Terminator 2 (T2),Dil Chahta Hai,152756901432744,1482270528702340,1482270528702340,2014-11-28 00:52:40,Action and story,pilot
259,24,Dil Chahta Hai,88 minutes,103117456395835,112185402130400,103117456395835,2014-11-28 00:52:40,,pilot
260,24,Mission: Impossible,Terminator 2 (T2),290487762729,152756901432744,290487762729,2014-11-28 00:52:40,,pilot
261,24,Filmygyan,Rang De Basanti,334718749959224,109513139067580,109513139067580,2014-11-28 00:52:40,,pilot
262,24,The Illusionist (2006 film),Mission: Impossible,113621311981982,290487762729,290487762729,2014-11-28 00:52:40,,pilot
263,24,Source Code,The Blind Side,105636212804436,104880924318,104880924318,2014-11-28 00:52:40,"Story, Drama",pilot
264,24,Rang De Basanti,The Prestige,109513139067580,112918008719378,109513139067580,2014-11-28 00:52:40,,pilot
265,24,3 Idiots Movie,Terminator2,441170255909978,113904648625083,113904648625083,2014-11-28 00:52:40,Action,pilot
266,24,The Prestige,Mission: Impossible III,112918008719378,108020865885116,108020865885116,2014-11-28 00:52:40,,pilot
267,24,Step Up,The Prestige,112061162142517,797290310335339,112061162142517,2014-11-28 00:52:40,,pilot
268,24,Mission: Impossible III,DCH Gang,108020865885116,268817026482059,268817026482059,2014-11-28 00:52:40,,pilot
269,24,The Prestige,The Illusionist (2006 film),797290310335339,113621311981982,797290310335339,2014-11-28 00:52:40,,pilot
270,24,Terminator2,Step Up,113904648625083,112061162142517,112061162142517,2014-11-28 00:52:40,,pilot
271,24,88 minutes,Hachiko: A Dog's Story,112185402130400,109568722402875,109568722402875,2014-11-28 00:52:40,Story,pilot
272,24,The Blind Side,3 Idiots Movie,104880924318,441170255909978,104880924318,2014-11-28 00:52:40,,pilot
273,24,13 Assassins,Harry Potter,160048640673314,156794164312,160048640673314,2014-11-28 00:52:40,,pilot
274,24,Harry Potter,Source Code,156794164312,105636212804436,156794164312,2014-11-28 00:52:40,,pilot
275,3,Shrek 2,Finding Nemo,113771411967031,15294801701,,2014-12-02 21:25:18,,
276,1,Am�lie,Spider-Man 3,159991337403488,195972387095667,,2014-12-05 20:31:59,,
277,25,The LEGO Movie,Ghilli,142731419158626,104060369629116,142731419158626,2014-12-07 06:33:05,,facebook
278,25,Batman: The Dark Knight,Spider-Man,12887942787,191140214238741,12887942787,2014-12-07 06:33:05,,facebook
279,25,Fast & Furious,Mithun Chakraborty,24098842630,103803446325124,103803446325124,2014-12-07 06:33:05,,facebook
280,25,Megamind,Batman: The Dark Knight,114097065267211,12887942787,114097065267211,2014-12-07 06:33:05,,facebook
281,25,Ajay Devgn,Chak de,107082065996112,111722175514109,111722175514109,2014-12-07 06:33:05,,facebook
282,25,The Legend of Bhagat Singh,Ajay Devgn,762258853813277,107082065996112,762258853813277,2014-12-07 06:33:05,,facebook
283,25,EuroTrip,The Hangover,112364185443073,106062409425530,112364185443073,2014-12-07 06:33:05,,facebook
284,25,Die Hard,Dasavathaaram,108271955867852,109645342395322,109645342395322,2014-12-07 06:33:05,Story.,facebook
285,25,South Indian Films,Die Hard,351447472685,108271955867852,108271955867852,2014-12-07 06:33:05,,facebook
286,25,Mithun Chakraborty,Sivaji,103803446325124,112034738814069,112034738814069,2014-12-07 06:33:05,,facebook
287,25,Chak de,Fast & Furious,111722175514109,24098842630,111722175514109,2014-12-07 06:33:05,,facebook
288,25,Style Apna Apna,EuroTrip,263263750378138,112364185443073,112364185443073,2014-12-07 06:33:05,,facebook
289,25,The Hangover,South Indian Films,106062409425530,351447472685,106062409425530,2014-12-07 06:33:05,,facebook
290,25,Ghilli,Megamind,104060369629116,114097065267211,114097065267211,2014-12-07 06:33:05,Story.,facebook
291,25,Die Hard,Style Apna Apna,169949339748979,263263750378138,169949339748979,2014-12-07 06:33:05,Action,facebook
292,25,Koi... Mil Gaya,The LEGO Movie,105557982809906,142731419158626,142731419158626,2014-12-07 06:33:05,,facebook
293,25,Sivaji,Koi... Mil Gaya,112034738814069,105557982809906,112034738814069,2014-12-07 06:33:05,Actor,facebook
294,25,The Fast and the Furious (film series),The Legend of Bhagat Singh,108284975862167,762258853813277,762258853813277,2014-12-07 06:33:05,,facebook
295,25,Dasavathaaram,The Fast and the Furious (film series),109645342395322,108284975862167,109645342395322,2014-12-07 06:33:05,,facebook
296,26,Batman: The Dark Knight,Kuch Kuch Hota Hai,12887942787,113871365290364,12887942787,2014-12-07 06:34:23,,facebook
297,26,"Monsters, Inc.",Paranormal Activity,11215611028,138793027632,138793027632,2014-12-07 06:34:23,,facebook
298,26,Prom Night,American Pie,17698811507,12604171859,12604171859,2014-12-07 06:34:23,,facebook
299,26,Twilight - Norge,Twilihgt,90822211254,359546648609,359546648609,2014-12-07 06:34:23,"story
",
",""facebook",,,,,,,,,
300,26,Dekhomaza,Finding Nemo,291804370970940,15294801701,291804370970940,2014-12-07 06:34:23,,facebook
301,26,Bride Wars,What Happens In Vegas,35312278675,36193850318,36193850318,2014-12-07 06:34:23,,facebook
302,26,American Pie,Twilight - Norge,12604171859,90822211254,90822211254,2014-12-07 06:34:23,,facebook
303,26,Coupon Codes ?,Batman: The Dark Knight,599443926768444,12887942787,12887942787,2014-12-07 06:34:23,,facebook
304,26,Twilihgt,Bride Wars,359546648609,35312278675,359546648609,2014-12-07 06:34:23,,facebook
305,26,Fast & Furious,Reliance Home Video & Games,24098842630,114614586199,24098842630,2014-12-07 06:34:23,acting,facebook
306,26,Resident Evil Movie,"Monsters, Inc.",417038868708,11215611028,417038868708,2014-12-07 06:34:23,,facebook
307,26,Paranormal Activity,Salt,138793027632,171623547203,138793027632,2014-12-07 06:34:23,,facebook
308,26,What Happens In Vegas,Dekhomaza,36193850318,291804370970940,36193850318,2014-12-07 06:34:23,,facebook
309,26,DreamWorks Animation,Murder 2,104770457523,132271920181344,104770457523,2014-12-07 06:34:23,,facebook
310,26,Kuch Kuch Hota Hai,DreamWorks Animation,113871365290364,104770457523,104770457523,2014-12-07 06:34:23,,facebook
311,26,Murder 2,Fast & Furious,132271920181344,24098842630,24098842630,2014-12-07 06:34:23,"acting
",
",""facebook",,,,,,,,,
312,26,Avatar,Resident Evil Movie,82771544063,417038868708,82771544063,2014-12-07 06:34:23,,facebook
313,26,Reliance Home Video & Games,Prom Night,114614586199,17698811507,114614586199,2014-12-07 06:34:23,,facebook
314,26,Salt,Coupon Codes ?,171623547203,599443926768444,171623547203,2014-12-07 06:34:23,story,facebook
315,27,Filmygyan,Captain Jack Sparrow,334718749959224,56368119740,56368119740,2014-12-07 06:35:59,,facebook
316,27,The Lion King,Kuch Kuch Hota Hai,12393266550,329909013749416,329909013749416,2014-12-07 06:35:59,,facebook
317,27,Kuch Kuch Hota Hai,Filmygyan,329909013749416,334718749959224,329909013749416,2014-12-07 06:35:59,,facebook
318,27,DDLJ,Dilwale Dulhania Le Jayenge - Official,106224606081474,233266853464840,233266853464840,2014-12-07 06:35:59,,facebook
319,27,Captain Jack Sparrow,DDLJ,56368119740,106224606081474,106224606081474,2014-12-07 06:35:59,,facebook
320,29,DCH Gang,Cowboys and Aliens,268817026482059,170661939628959,268817026482059,2014-12-07 06:51:45,,facebook
321,29,A Tale of Two Sisters,DCH Gang,112283345453679,268817026482059,268817026482059,2014-12-07 06:51:45,,facebook
322,29,Cowboys and Aliens,The Hangover,170661939628959,74089565764,170661939628959,2014-12-07 06:51:45,,facebook
323,29,The Matrix,Kites - The Movie,195843020454275,310751628788,195843020454275,2014-12-07 06:51:45,The Matrix is a masterpiece! ,facebook
324,29,Ranjhaana,The Matrix,173267266185286,195843020454275,195843020454275,2014-12-07 06:51:45,,facebook
325,29,The Hangover,Ranjhaana,74089565764,173267266185286,173267266185286,2014-12-07 06:51:45,,facebook
326,31,Gandhi Class Films,The Shawshank Redemption,264123777084953,103636093053996,103636093053996,2014-12-07 07:04:08,,facebook
327,31,A Beautiful Mind,Pursuit of Happyness,112317682114594,400024903412192,400024903412192,2014-12-07 07:04:08,,facebook
328,31,Twelve Angry Men,Ulidavaru Kandante,112810742067302,141565022716123,112810742067302,2014-12-07 07:04:08,,facebook
329,31,The Shawshank Redemption,Savaari 2,103636093053996,544555698971524,103636093053996,2014-12-07 07:04:08,,facebook
330,31,Ulidavaru Kandante,Gandhi Class Films,141565022716123,264123777084953,141565022716123,2014-12-07 07:04:08,Its the narration of the movie from different perspective  i liked the most,facebook
331,31,Swades: We the People,Braveheart,296709770344835,217008138317240,296709770344835,2014-12-07 07:04:08,,facebook
332,31,Braveheart,Twelve Angry Men,217008138317240,112810742067302,112810742067302,2014-12-07 07:04:08,,facebook
333,31,Shawshank Redemption,Swades: We the People,106527789383680,296709770344835,296709770344835,2014-12-07 07:04:08,,facebook
334,31,Chilli Paneer,Director's Rare,1436291186648220,349463941808618,1436291186648220,2014-12-07 07:04:08,,facebook
335,31,Pursuit of Happyness,Chilli Paneer,400024903412192,1436291186648220,400024903412192,2014-12-07 07:04:08,,facebook
336,31,Director's Rare,Shawshank Redemption,349463941808618,106527789383680,106527789383680,2014-12-07 07:04:08,Its acting for tim robbins and background narration of Morgan freeman that i loved the most,facebook
337,33,Movies Funny Mistakes,Jump Street Movies,1437048216516220,162936223795683,162936223795683,2014-12-07 07:14:03,,facebook
338,33,Bruce Almighty,Manam,165765266808357,823915064289809,823915064289809,2014-12-07 07:14:03,"screenplay,story",facebook
339,33,The Viva -Short Film,Bruce Almighty,598075903556248,165765266808357,598075903556248,2014-12-07 07:14:03,"comedy,story,acting",facebook
340,33,A Walk To Remember,Kick 2,152542051476998,677983615620752,677983615620752,2014-12-07 07:14:03,,facebook
341,33,Manam,Race Gurram,823915064289809,240091396177632,240091396177632,2014-12-07 07:14:03,,facebook
342,33,2 States Movie,Ace Ventura: Pet Detective,320561624692023,164971330224244,164971330224244,2014-12-07 07:14:03,,facebook
343,33,Jump Street Movies,A Walk To Remember,162936223795683,152542051476998,162936223795683,2014-12-07 07:14:03,,facebook
344,33,Race Gurram,Movies Funny Mistakes,240091396177632,1437048216516220,240091396177632,2014-12-07 07:14:03,,facebook
345,33,Yem Maya Chesave,Now You See Me,141244825940013,494219247258520,141244825940013,2014-12-07 07:14:03,,facebook
346,33,Now You See Me,The Viva -Short Film,494219247258520,598075903556248,494219247258520,2014-12-07 07:14:03,,facebook
347,33,Ace Ventura: Pet Detective,Yem Maya Chesave,164971330224244,141244825940013,141244825940013,2014-12-07 07:14:03,,facebook
348,34,Rudhramadevi,Aagadu,216604105176167,516792305097905,516792305097905,2014-12-07 07:16:26,,facebook
349,34,MoneyBall,The Blind Side,181894861866102,104880924318,104880924318,2014-12-07 07:16:26,,facebook
350,34,How to Train Your Dragon,A Few Good Men,96698020019,102808639755615,102808639755615,2014-12-07 07:16:26,,facebook
351,34,Dookudu,Sleepless in Seattle,157727494278571,112366608775089,157727494278571,2014-12-07 07:16:26,,facebook
352,34,The Social Network Movie,The Green Mile,160640653979986,212526758758843,212526758758843,2014-12-07 07:16:26,story and acting,facebook
353,34,A Few Good Men,Vikramarkudu,102808639755615,104097126293168,104097126293168,2014-12-07 07:16:26,,facebook
354,34,The Blind Side,Kahaani,104880924318,159960270779699,104880924318,2014-12-07 07:16:26,,facebook
355,34,Kahaani,"Toy Story 1,2,3",159960270779699,123319517682304,123319517682304,2014-12-07 07:16:26,,facebook
356,34,"Toy Story 1,2,3",Rudhramadevi,123319517682304,216604105176167,123319517682304,2014-12-07 07:16:26,,facebook
357,34,Gladiator,How to Train Your Dragon,229197930430239,96698020019,229197930430239,2014-12-07 07:16:26,acting,facebook
358,34,The Green Mile,UDAAN,212526758758843,116078745080479,212526758758843,2014-12-07 07:16:26,,facebook
359,34,S.W.A.T.,Gladiator,107963759231744,229197930430239,229197930430239,2014-12-07 07:16:26,,facebook
360,34,Dispicable Me,MoneyBall,111265985564033,181894861866102,111265985564033,2014-12-07 07:16:26,,facebook
361,34,Sleepless in Seattle,The Social Network Movie,112366608775089,160640653979986,112366608775089,2014-12-07 07:16:26,,facebook
362,34,SuperstarDookudu,Big,106790752755541,487650687921802,106790752755541,2014-12-07 07:16:26,"Acting, story , action , comedy",facebook
363,34,Big,Dispicable Me,487650687921802,111265985564033,487650687921802,2014-12-07 07:16:26,,facebook
364,34,Aagadu,S.W.A.T.,516792305097905,107963759231744,516792305097905,2014-12-07 07:16:26,,facebook
365,34,Vikramarkudu,Big,104097126293168,108528755838983,104097126293168,2014-12-07 07:16:26,,facebook
366,34,UDAAN,SuperstarDookudu,116078745080479,106790752755541,106790752755541,2014-12-07 07:16:26,direction ,facebook
367,35,Meghe Dhaka Tara,Taxi Driver,112442825437564,129628777110156,129628777110156,2014-12-07 07:22:26,Hard to tell. Hard to compare. Especially the last question.,facebook
368,35,Ikiru,Bande � part,105480359485314,112664832082295,112664832082295,2014-12-07 07:22:26,,facebook
369,35,2001: A Space Odyssey,Rashomon,108299702523996,108126662542774,108126662542774,2014-12-07 07:22:26,,facebook
370,35,Aranyer Din Ratri,Meghe Dhaka Tara,112920485385686,112442825437564,112442825437564,2014-12-07 07:22:26,,facebook
371,35,Taxi Driver,Breathless,129628777110156,108299665865452,108299665865452,2014-12-07 07:22:26,,facebook
372,35,Rashomon,Seven Samurai,108126662542774,105564736143780,108126662542774,2014-12-07 07:22:26,,facebook
373,35,Apu Trilogy,Hazaaron Khwaishein Aisi,110763222281251,109408762418735,110763222281251,2014-12-07 07:22:26,,facebook
374,35,Bande � part,Pulp Fiction,112664832082295,112842988801190,112664832082295,2014-12-07 07:22:26,,facebook
375,35,Seven Samurai,Citizen Kane,105564736143780,112576732087662,105564736143780,2014-12-07 07:22:26,,facebook
376,35,8ﾽ,Om-Dar-Ba-Dar,117179321625569,105461739486971,117179321625569,2014-12-07 07:22:26,"Modernist abstraction is one the best things that differentiates a masterpiece from a great film. Om Darbadar is abstract, but gets too absurd at times.",facebook
377,35,Hazaaron Khwaishein Aisi,Gangs of Wasseypur,109408762418735,152963801440472,152963801440472,2014-12-07 07:22:26,,facebook
378,35,Gangs of Wasseypur,City of God,152963801440472,120599328027856,152963801440472,2014-12-07 07:22:26,,facebook
379,35,Seven Samurai Movie,Creating Freedom,1455860877999710,216459211764969,1455860877999710,2014-12-07 07:22:26,,facebook
380,35,City of God,2001: A Space Odyssey,120599328027856,108299702523996,108299702523996,2014-12-07 07:22:26,,facebook
381,35,Creating Freedom,8ﾽ,216459211764969,117179321625569,117179321625569,2014-12-07 07:22:26,Too many questions. Correct your app.,facebook
382,35,Vertigo,Apu Trilogy,295412547167061,110763222281251,295412547167061,2014-12-07 07:22:26,,facebook
383,35,Pulp Fiction,Aranyer Din Ratri,112842988801190,112920485385686,112920485385686,2014-12-07 07:22:26,,facebook
384,35,Om-Dar-Ba-Dar,Vertigo,105461739486971,295412547167061,295412547167061,2014-12-07 07:22:26,,facebook
385,35,Breathless,Seven Samurai Movie,108299665865452,1455860877999710,108299665865452,2014-12-07 07:22:26,"In order of preference 
",
Cinematography,,,,,,,,,
"
Story
",,,,,,,,,
Intent,,,,,,,,,
"
Direction
",,,,,,,,,
Performances,,,,,,,,,
"
Editing
",,,,,,,,,
"Screenplay""",facebook,,,,,,,,
386,36,One Flew Over The Cuckoo's Nest,Black Swan,309680635765274,106602966061813,309680635765274,2014-12-07 10:06:11,,facebook
387,36,If Only,A Beautiful Mind,61821447607,112317682114594,112317682114594,2014-12-07 10:06:11,,facebook
388,36,How to Train Your Dragon,The Fault in Our Stars,96698020019,1374238589472730,1374238589472730,2014-12-07 10:06:11,,facebook
389,36,A Beautiful Mind,The Illusionist,112317682114594,546225862145538,112317682114594,2014-12-07 10:06:11,,facebook
390,36,A Walk to Remember,Aarakshan,109646279061223,158011764244940,109646279061223,2014-12-07 10:06:11,"Background score, Direction",facebook
391,36,A Beautiful Mind,The Number 23,251353808252087,103779536327591,251353808252087,2014-12-07 10:06:11,,facebook
392,36,Prince of Persia: The Sands of Time,The Orphanage,139195819664,108467085845230,108467085845230,2014-12-07 10:06:11,,facebook
393,36,The Illusionist,A Walk to Remember,546225862145538,109646279061223,109646279061223,2014-12-07 10:06:11,,facebook
394,36,The Orphanage,If Only,108467085845230,61821447607,61821447607,2014-12-07 10:06:11,,facebook
395,36,Aarakshan,A Beautiful Mind,158011764244940,251353808252087,251353808252087,2014-12-07 10:06:11,,facebook
396,36,404,One Flew Over The Cuckoo's Nest,220637254632511,309680635765274,309680635765274,2014-12-07 10:06:11,,facebook
397,36,Donnie Darko,The Silence Of The Lambs,202781966460833,166917970030242,202781966460833,2014-12-07 10:06:11,,facebook
398,36,Death Note,Donnie Darko,109387229079705,202781966460833,109387229079705,2014-12-07 10:06:11,,facebook
399,36,The Illusionist,404,112854815395363,220637254632511,112854815395363,2014-12-07 10:06:11,,facebook
400,36,The Number 23,One Flew Over the Cuckoo's Nest,103779536327591,103780266327890,103780266327890,2014-12-07 10:06:11,,facebook
401,36,Black Swan,How to Train Your Dragon,106602966061813,96698020019,96698020019,2014-12-07 10:06:11,,facebook
402,36,The Orphanage,The Illusionist,303842409667419,112854815395363,112854815395363,2014-12-07 10:06:11,"Story, Direction",facebook
403,36,One Flew Over the Cuckoo's Nest,Death Note,103780266327890,109387229079705,109387229079705,2014-12-07 10:06:11,"Story, Concept",facebook
404,36,The Silence Of The Lambs,The Orphanage,166917970030242,303842409667419,303842409667419,2014-12-07 10:06:11,"Acting, Direction",facebook
405,37,Bhaya - A Psychological Thriller.,Dirt Track Productions,797479390314301,138231202858071,138231202858071,2014-12-07 10:26:18,,facebook
406,39,The Terminator,Avatar,107629399260396,82771544063,82771544063,2014-12-07 13:23:02,,facebook
407,39,The Matrix,Titanic,195843020454275,216410885045047,216410885045047,2014-12-07 13:23:02,,facebook
408,39,The Matrix,Interstellar Movie,113401482006986,599055856788775,599055856788775,2014-12-07 13:23:02,"Story, Direction and then acting.",facebook
409,39,The Lord of the Rings film trilogy,The Matrix,103990509637581,195843020454275,,2014-12-07 13:23:02,,facebook
410,39,Total Siyapaa,The Terminator,259449074230732,107629399260396,,2014-12-07 13:23:02,,facebook
411,39,Interstellar Movie,The Lord of the Rings Trilogy,599055856788775,212216417436,599055856788775,2014-12-07 13:23:02,,facebook
412,39,Avatar,The Lord of the Rings film trilogy,82771544063,103990509637581,82771544063,2014-12-07 13:23:02,,facebook
413,39,The Lord of the Rings Trilogy,Total Siyapaa,212216417436,259449074230732,,2014-12-07 13:23:02,,facebook
414,42,127 Hours,13 Going on 30,145338632166658,104076482962707,145338632166658,2014-12-07 17:41:39,,facebook
415,42,Se7en,October Sky,116203018390242,109887225704185,109887225704185,2014-12-07 17:41:39,,facebook
416,42,13 Going on 30,Zindagi Na Milegi Dobara,104076482962707,176228295759291,176228295759291,2014-12-07 17:41:39,,facebook
417,42,A Walk to Remember,P.S. I Love You,109646279061223,108213189199750,109646279061223,2014-12-07 17:41:39,,facebook
418,42,The Social Network Movie,A Walk to Remember,160640653979986,109646279061223,160640653979986,2014-12-07 17:41:39,,facebook
419,42,Troy,Grown Ups,114198018660591,166665812477,114198018660591,2014-12-07 17:41:39,"story,direction",facebook
420,42,Prince of Persia: The Sands of Time,300,139195819664,94289470471,94289470471,2014-12-07 17:41:39,,facebook
421,42,A Walk To Remember,Inception,152542051476998,91290503700,91290503700,2014-12-07 17:41:39,everything,facebook
422,42,SE7EN,Pearl Harbor,145179782170423,104093616294591,104093616294591,2014-12-07 17:41:39,,facebook
423,42,Donald Duck,A Walk To Remember,134229524276,152542051476998,152542051476998,2014-12-07 17:41:39,,facebook
424,42,Grown Ups,SE7EN,166665812477,145179782170423,166665812477,2014-12-07 17:41:39,story,facebook
425,42,Pyar Ka Punchnama,Se7en,204519969569580,116203018390242,204519969569580,2014-12-07 17:41:39,,facebook
426,42,October Sky,Prince of Persia: The Sands of Time,109887225704185,139195819664,109887225704185,2014-12-07 17:41:39,,facebook
427,42,Troy,Kal Ho Na Ho,104122822958141,106545012716615,104122822958141,2014-12-07 17:41:39,,facebook
428,42,Pearl Harbor,Donald Duck,104093616294591,134229524276,104093616294591,2014-12-07 17:41:39,,facebook
429,42,P.S. I Love You,Pyar Ka Punchnama,108213189199750,204519969569580,108213189199750,2014-12-07 17:41:39,,facebook
430,42,Kal Ho Na Ho,The Social Network Movie,106545012716615,160640653979986,160640653979986,2014-12-07 17:41:39,direction,facebook
431,42,300,Troy,94289470471,114198018660591,114198018660591,2014-12-07 17:41:39,,facebook
432,42,Inception,127 Hours,91290503700,145338632166658,91290503700,2014-12-07 17:41:39,,facebook
433,43,Titanic,Guardians of the Galaxy,216410885045047,263903657057997,263903657057997,2014-12-07 19:49:08,,facebook
434,43,Guardians of the Galaxy,Batman: The Dark Knight,263903657057997,12887942787,12887942787,2014-12-07 19:49:08,,facebook
435,45,Namaste London,Kung Fu Panda,111002812257390,18128947058,,2014-12-07 20:38:09,,
436,45,Don 2,Toy Story,163143140362756,10498014129,,2014-12-07 20:38:09,,
437,45,Toy Story,Shrek,10498014129,355374000182,,2014-12-07 20:38:09,,
438,45,National Treasure: Book of Secrets,Transformers,5902609978,180774635291325,,2014-12-07 20:38:09,,
439,45,3 Idiots Movie,Don 2,441170255909978,163143140362756,,2014-12-07 20:38:09,,
440,45,Transformers,American Pie,108064815881447,12604171859,,2014-12-07 20:38:09,,
441,45,Delhi Belly,Hello London,147659725295525,377974712248570,,2014-12-07 20:38:09,,
442,45,2012,3 Idiots Movie,55200621163,441170255909978,,2014-12-07 20:38:09,,
443,45,Shrek,Delhi Belly,355374000182,147659725295525,,2014-12-07 20:38:09,,
444,45,American Pie,2012,12604171859,55200621163,,2014-12-07 20:38:09,,
445,45,Kung Fu Panda,Transformers,18128947058,108064815881447,,2014-12-07 20:38:09,,
446,45,Transformers,Namaste London,180774635291325,111002812257390,,2014-12-07 20:38:09,,
447,46,Dil Chahta Hai,DCH Gang,1482270528702340,268817026482059,1482270528702340,2014-12-07 20:59:46,,facebook
448,46,DCH Gang,Jassy sekhon,268817026482059,797377790313404,268817026482059,2014-12-07 20:59:46,,facebook
449,46,A Walk To Remember,The Departed,152542051476998,124703400953760,124703400953760,2014-12-07 20:59:46,"Awesome performance by the cast, and superb direction.",facebook
450,46,Dil Chahta Hai,A Walk To Remember,103117456395835,152542051476998,103117456395835,2014-12-07 20:59:46,,facebook
451,46,A Beautiful Mind,Dil Chahta Hai,251353808252087,1482270528702340,1482270528702340,2014-12-07 20:59:46,,facebook
452,46,Ratatouille,Pulp Fiction,17377140236,112842988801190,17377140236,2014-12-07 20:59:46,,facebook
453,46,The Usual Suspects,The Usual Suspects,487680604610929,108132462548163,108132462548163,2014-12-07 20:59:46,Superb story and amazing performance by Kevin Spacey. ,facebook
454,46,The Departed,A Beautiful Mind,124703400953760,251353808252087,124703400953760,2014-12-07 20:59:46,,facebook
455,46,Swades: We the People,Ratatouille,296709770344835,17377140236,17377140236,2014-12-07 20:59:46,,facebook
456,46,Jassy sekhon,The Usual Suspects,797377790313404,487680604610929,487680604610929,2014-12-07 20:59:46,,facebook
457,46,Pulp Fiction,Dil Chahta Hai,112842988801190,103117456395835,103117456395835,2014-12-07 20:59:46,,facebook
458,48,DCH Gang,Style Apna Apna,268817026482059,263263750378138,268817026482059,2014-12-07 22:23:43,,facebook
459,48,The Avengers 2,DCH Gang,407889375958236,268817026482059,268817026482059,2014-12-07 22:23:43,,facebook
460,49,Official: Hitman,Snatch,1490121737878310,103788099660327,103788099660327,2014-12-07 23:42:30,,facebook
461,49,Andaz Apna Apna,Hitman,104082752960421,103987119637684,104082752960421,2014-12-07 23:42:30,,facebook
462,49,The Notebook,Andaz Apna Apna,107563339266863,104082752960421,104082752960421,2014-12-07 23:42:30,,facebook
463,49,Hitman,Kevi Rite Jaish,103987119637684,337250619661093,337250619661093,2014-12-07 23:42:30,,facebook
464,49,Style Apna Apna,The Notebook,263263750378138,107563339266863,107563339266863,2014-12-07 23:42:30,,facebook
465,49,Kevi Rite Jaish,Official: Hitman,337250619661093,1490121737878310,337250619661093,2014-12-07 23:42:30,,facebook
466,49,Snatch,Snatch,103788099660327,162629997121827,162629997121827,2014-12-07 23:42:30,,facebook
467,49,Snatch,A Walk to Remember,162629997121827,109646279061223,162629997121827,2014-12-07 23:42:30,Direction and Story line,facebook
468,50,Chak De! India,Namaste London,109164925768622,111002812257390,111002812257390,2014-12-08 01:18:07,,facebook
469,50,Chak De India - Movie,Hello London,379023768887434,377974712248570,377974712248570,2014-12-08 01:18:07,,facebook
470,50,Hello London,Chak De! India,377974712248570,109164925768622,377974712248570,2014-12-08 01:18:07,,facebook
471,50,Namaste London,A Wednesday!,111002812257390,108102479218358,108102479218358,2014-12-08 01:18:07,,facebook
472,51,Karthikeya,Big Hero 6,272572529547417,154132781425607,272572529547417,2014-12-08 03:00:45,,facebook
473,52,Run Baby Run(2012),Ugly,307071596057200,149987285180349,307071596057200,2014-12-08 04:25:33,acting,facebook
474,52,King Kong,88 Minutes,317391334952902,219769748046121,317391334952902,2014-12-08 04:25:33,,facebook
475,52,Collateral,Inception,224790800866426,91290503700,91290503700,2014-12-08 04:25:33,,facebook
476,52,Ayalum Njanum Thammil(2012),Minority Report,295822713855891,112241738862440,295822713855891,2014-12-08 04:25:33,,facebook
477,52,Interstellar Movie,The Prestige,599055856788775,112918008719378,599055856788775,2014-12-08 04:25:33,,facebook
478,52,The Dark Knight Rises,Collateral,225034700870481,224790800866426,225034700870481,2014-12-08 04:25:33,direction,facebook
479,52,CAMEL Safari,The Island,151996474989851,228192180530905,228192180530905,2014-12-08 04:25:33,,facebook
480,52,Appleseed,The Island,112944652052578,108227605872802,112944652052578,2014-12-08 04:25:33,,facebook
481,52,Ugly,Troy,149987285180349,104122822958141,104122822958141,2014-12-08 04:25:33,direction,facebook
482,52,Minority Report,The Dark Knight Rises,112241738862440,225034700870481,112241738862440,2014-12-08 04:25:33,,facebook
483,52,Memento,Memento,285128358275044,108173215878011,285128358275044,2014-12-08 04:25:33,,facebook
484,52,The Island,Harry Potter,228192180530905,156794164312,156794164312,2014-12-08 04:25:33,,facebook
485,52,Troy,Memento,104122822958141,285128358275044,285128358275044,2014-12-08 04:25:33,,facebook
486,52,The Prestige,King Kong,112918008719378,317391334952902,317391334952902,2014-12-08 04:25:33,,facebook
487,52,Inception,Interstellar Movie,91290503700,599055856788775,91290503700,2014-12-08 04:25:33,,facebook
488,52,88 Minutes,CAMEL Safari,219769748046121,151996474989851,219769748046121,2014-12-08 04:25:33,,facebook
